WeekD,Hora,DV,HR,PM25,PP,TMP,VV,YearD,PM25_t
0,0,99,39,62,0.0,17.462,1.638,1,30.0
0,1,209,42,45,0.0,16.715,2.357,1,62.0
0,2,94,45,38,0.0,15.998,2.399,1,45.0
0,3,68,46,16,0.0,15.723,2.003,1,38.0
0,4,141,50,32,0.0,15.017,2.308,1,16.0
0,5,147,50,27,0.0,14.163,2.643,1,32.0
0,6,139,49,16,0.0,14.098,0.865,1,27.0
0,7,105,65,14,0.0,12.555,2.457,1,16.0
0,8,166,67,18,0.0,12.04,1.372,1,14.0
0,9,203,64,15,0.0,12.197,2.014,1,18.0
0,10,238,56,14,0.0,14.211,1.187,1,15.0
0,11,261,49,12,0.0,16.207,1.09,1,14.0
0,12,187,40,8,0.0,18.454,1.129,1,12.0
0,13,237,35,13,0.0,19.945,1.459,1,8.0
0,14,242,31,11,0.0,21.563,0.973,1,13.0
0,15,215,28,10,0.0,22.705,1.068,1,11.0
0,16,214,27,17,0.0,22.867,1.593,1,10.0
0,17,213,26,20,0.0,23.232,1.2,1,17.0
0,18,228,28,11,0.0,22.185,1.218,1,20.0
0,19,242,31,18,0.0,21.14,0.773,1,11.0
0,20,242,33,10,0.0,20.115,0.351,1,18.0
0,21,122,39,25,0.0,18.758,1.836,1,10.0
0,22,119,49,20,0.0,16.703,2.13,1,25.0
1,23,190,54,8,0.0,15.446,1.615,2,20.0
1,0,82,62,6,0.0,13.658,2.476,2,8.0
1,1,121,64,7,0.0,12.958,1.798,2,6.0
1,2,118,69,4,0.0,11.788,1.839,2,7.0
1,3,209,72,2,0.0,10.867,1.581,2,4.0
1,4,228,76,4,0.0,10.066,1.581,2,2.0
1,5,95,78,10,0.0,9.695,1.786,2,4.0
1,6,140,78,10,0.0,9.36,1.605,2,10.0
1,7,59,79,12,0.0,9.202,1.508,2,10.0
1,8,70,79,9,0.0,9.141,1.342,2,12.0
1,9,164,72,13,0.0,10.441,0.484,2,9.0
1,10,248,66,19,0.0,11.984,0.707,2,13.0
1,11,152,56,20,0.0,14.769,0.6,2,19.0
1,12,214,51,24,0.0,16.411,0.918,2,20.0
1,13,210,44,24,0.0,19.004,1.048,2,24.0
1,14,181,39,13,0.0,20.771,1.547,2,24.0
1,15,187,34,18,0.0,22.178,1.852,2,13.0
1,16,198,31,21,0.0,22.689,2.207,2,18.0
1,17,209,32,21,0.0,22.306,1.813,2,21.0
1,18,200,33,27,0.0,21.714,1.948,2,21.0
1,19,179,35,20,0.0,20.959,1.641,2,27.0
1,20,191,37,26,0.0,20.119,1.01,2,20.0
1,21,235,40,26,0.0,19.041,0.401,2,26.0
1,22,227,40,27,0.0,18.885,0.496,2,26.0
2,23,263,42,28,0.0,18.039,0.994,3,27.0
2,0,196,43,23,0.0,17.706,0.537,3,28.0
2,1,128,47,16,0.0,16.677,0.313,3,23.0
2,2,119,51,27,0.0,15.745,0.557,3,16.0
2,3,97,54,28,0.0,14.514,0.532,3,27.0
2,4,108,56,32,0.0,13.683,1.261,3,28.0
2,5,216,57,27,0.0,12.673,1.573,3,32.0
2,6,82,51,22,0.0,13.13,2.032,3,27.0
2,7,113,53,11,0.0,12.605,2.811,3,22.0
2,8,128,55,11,0.0,11.895,2.612,3,11.0
2,9,114,55,21,0.0,12.283,3.308,3,11.0
2,10,68,54,15,0.0,13.224,4.39,3,21.0
2,11,151,49,5,0.0,15.34,3.998,3,15.0
2,12,143,44,11,0.0,17.404,3.329,3,5.0
2,13,122,38,16,0.0,19.502,3.002,3,11.0
2,14,190,29,10,0.0,21.353,2.382,3,16.0
2,15,168,25,10,0.0,22.231,1.747,3,10.0
2,16,158,22,7,0.0,22.786,1.78,3,10.0
2,17,204,26,5,0.0,22.555,1.961,3,7.0
2,18,201,27,6,0.0,21.893,1.851,3,5.0
2,19,60,30,12,0.0,20.795,2.141,3,6.0
2,20,83,36,14,0.0,17.996,2.893,3,12.0
2,21,87,40,10,0.0,16.529,2.507,3,14.0
2,22,127,42,9,0.0,15.782,1.011,3,10.0
3,23,237,48,6,0.0,14.46,2.147,4,9.0
3,0,107,56,15,0.0,13.067,2.664,4,6.0
3,1,136,61,16,0.0,12.438,2.67,4,15.0
3,2,69,63,8,0.0,12.032,2.063,4,16.0
3,3,63,65,13,0.0,11.115,2.623,4,8.0
3,4,52,68,10,0.0,10.159,2.185,4,13.0
3,5,54,73,13,0.0,9.259,2.372,4,10.0
3,6,58,75,11,0.0,8.872,1.803,4,13.0
3,7,92,77,16,0.0,8.301,2.103,4,11.0
3,8,66,80,13,0.0,7.543,2.629,4,16.0
3,9,86,78,19,0.0,7.795,3.007,4,13.0
3,10,133,72,33,0.0,9.602,2.332,4,19.0
3,11,149,64,26,0.0,11.586,2.197,4,33.0
3,12,159,52,27,0.0,15.05,1.216,4,26.0
3,13,211,42,25,0.0,17.912,0.834,4,27.0
3,14,197,37,25,0.0,20.145,1.169,4,25.0
3,15,191,34,22,0.0,21.826,1.803,4,25.0
3,16,183,33,18,0.0,22.169,2.368,4,22.0
3,17,206,32,16,0.0,22.789,1.876,4,18.0
3,18,184,33,13,0.0,21.954,1.895,4,16.0
3,19,187,34,15,0.0,21.273,1.319,4,13.0
3,20,172,37,24,0.0,20.42,1.105,4,15.0
3,21,231,39,24,0.0,19.26,0.381,4,24.0
3,22,124,41,28,0.0,18.728,0.808,4,24.0
4,23,138,43,48,0.0,17.403,0.815,5,28.0
4,0,106,45,37,0.0,16.583,0.523,5,48.0
4,1,96,49,26,0.0,15.866,0.522,5,37.0
4,2,142,51,33,0.0,15.095,0.686,5,26.0
4,3,157,54,31,0.0,14.171,1.184,5,33.0
4,4,152,60,35,0.0,12.275,1.021,5,31.0
4,5,74,60,20,0.0,12.505,0.548,5,35.0
4,6,189,62,30,0.0,11.871,0.51,5,20.0
4,7,276,68,30,0.0,10.376,0.533,5,30.0
4,8,129,67,44,0.0,12.05,0.861,5,30.0
4,9,218,62,47,0.0,11.428,0.836,5,44.0
4,10,238,56,37,0.0,13.363,0.566,5,47.0
4,11,162,46,46,0.0,17.283,0.882,5,37.0
4,12,177,39,45,0.0,19.68,1.166,5,46.0
4,13,171,35,29,0.0,21.105,2.008,5,45.0
4,14,273,25,19,0.0,22.604,3.338,5,29.0
4,15,269,23,16,0.0,23.161,2.708,5,19.0
4,16,224,22,3,0.0,24.226,1.24,5,16.0
4,17,247,22,10,0.0,24.246,1.556,5,3.0
4,18,235,24,15,0.0,23.201,1.317,5,10.0
4,19,214,26,10,0.0,22.321,0.813,5,15.0
4,20,260,29,13,0.0,20.962,0.76,5,10.0
4,21,287,31,19,0.0,19.649,1.432,5,13.0
4,22,95,29,21,0.0,18.09,1.843,5,19.0
5,23,220,28,19,0.0,16.941,1.556,6,21.0
5,0,77,31,7,0.0,15.385,2.282,6,19.0
5,1,32,37,13,0.0,13.87,2.389,6,7.0
5,2,63,39,12,0.0,13.554,2.508,6,13.0
5,3,58,41,9,0.0,12.821,2.982,6,12.0
5,4,40,43,7,0.0,12.201,3.011,6,9.0
5,5,36,45,9,0.0,11.577,3.062,6,7.0
5,6,36,48,6,0.0,10.614,2.603,6,9.0
5,7,31,50,4,0.0,10.12,2.765,6,6.0
5,8,57,50,8,0.0,10.17,2.522,6,4.0
5,9,65,49,10,0.0,10.634,3.781,6,8.0
5,10,59,44,13,0.0,12.637,3.745,6,10.0
5,11,94,39,15,0.0,15.44,3.001,6,13.0
5,12,146,33,11,0.0,18.429,1.967,6,15.0
5,13,229,27,17,0.0,20.509,1.879,6,11.0
5,14,216,21,10,0.0,21.77,2.176,6,17.0
5,15,259,20,8,0.0,22.581,2.072,6,10.0
5,16,167,19,7,0.0,23.209,2.065,6,8.0
5,17,209,18,6,0.0,23.09,2.012,6,7.0
5,18,186,18,14,0.0,22.495,2.068,6,6.0
5,19,169,19,9,0.0,21.537,1.526,6,14.0
5,20,192,22,14,0.0,20.119,1.504,6,9.0
5,21,66,25,22,0.0,18.281,1.5,6,14.0
5,22,107,24,26,0.0,17.343,1.178,6,22.0
6,23,203,27,9,0.0,15.77,1.335,7,26.0
6,0,132,32,13,0.0,14.237,1.995,7,9.0
6,1,84,36,12,0.0,13.139,1.47,7,13.0
6,2,68,43,9,0.0,12.157,1.35,7,12.0
6,3,95,43,8,0.0,12.181,0.788,7,9.0
6,4,277,46,6,0.0,11.029,0.577,7,8.0
6,5,301,52,21,0.0,9.037,1.024,7,6.0
6,6,298,54,21,0.0,8.28,0.802,7,21.0
6,7,240,55,19,0.0,7.949,0.595,7,21.0
6,8,292,58,18,0.0,7.125,1.005,7,19.0
6,9,207,53,22,0.0,8.868,0.885,7,18.0
6,10,271,45,21,0.0,11.829,0.663,7,22.0
6,11,218,39,25,0.0,15.039,0.809,7,21.0
6,12,198,33,14,0.0,18.396,1.161,7,25.0
6,13,188,27,14,0.0,20.404,1.7,7,14.0
6,14,184,24,10,0.0,21.952,2.155,7,14.0
6,15,198,22,7,0.0,23.39,1.394,7,10.0
6,16,228,21,6,0.0,24.368,1.616,7,7.0
6,17,275,21,10,0.0,24.073,2.639,7,6.0
6,18,274,21,7,0.0,22.982,2.475,7,10.0
6,19,281,25,10,0.0,21.442,1.492,7,7.0
6,20,254,28,12,0.0,19.958,0.851,7,10.0
6,21,285,32,17,0.0,18.415,1.08,7,12.0
6,22,233,35,17,0.0,17.649,0.846,7,17.0
0,23,118,36,12,0.0,16.975,0.417,8,17.0
0,0,165,38,19,0.0,16.216,0.953,8,12.0
0,1,91,42,17,0.0,15.201,1.067,8,19.0
0,2,109,45,13,0.0,14.377,0.811,8,17.0
0,3,263,51,21,0.0,12.225,0.943,8,13.0
0,4,180,52,19,0.0,11.3,1.48,8,21.0
0,5,101,48,18,0.0,11.765,1.143,8,19.0
0,6,256,53,16,0.0,10.363,0.967,8,18.0
0,7,208,55,17,0.0,9.713,0.403,8,16.0
0,8,124,50,20,0.0,10.83,0.942,8,17.0
0,9,55,40,22,0.0,12.651,1.897,8,20.0
0,10,105,31,13,0.0,15.176,2.685,8,22.0
0,11,209,25,9,0.0,17.854,3.175,8,13.0
0,12,63,22,9,0.0,20.959,2.627,8,9.0
0,13,67,19,8,0.0,22.557,2.72,8,9.0
0,14,86,17,6,0.0,23.476,2.651,8,8.0
0,15,79,15,4,0.0,24.361,1.953,8,6.0
0,16,82,14,4,0.0,24.883,1.946,8,4.0
0,17,67,13,5,0.0,24.703,2.101,8,4.0
0,18,56,14,4,0.0,24.005,2.342,8,5.0
0,19,65,16,12,0.0,22.929,1.39,8,4.0
0,20,83,19,11,0.0,21.23,1.968,8,12.0
0,21,84,27,19,0.0,19.136,2.632,8,11.0
0,22,83,33,14,0.0,17.452,2.309,8,19.0
1,23,132,36,9,0.0,16.406,1.04,9,14.0
1,0,183,39,11,0.0,14.979,1.579,9,9.0
1,1,135,43,16,0.0,13.751,2.19,9,11.0
1,2,62,44,15,0.0,13.572,1.957,9,16.0
1,3,121,43,9,0.0,13.204,1.839,9,15.0
1,4,96,44,8,0.0,12.281,2.771,9,9.0
1,5,63,47,8,0.0,11.086,3.117,9,8.0
1,6,65,47,7,0.0,10.869,2.011,9,8.0
1,7,119,51,4,0.0,10.003,0.943,9,7.0
1,8,222,56,12,0.0,8.82,0.66,9,4.0
1,9,255,51,19,0.0,10.501,0.877,9,12.0
1,10,83,44,26,0.0,12.713,2.172,9,19.0
1,11,191,35,12,0.0,15.613,1.331,9,26.0
1,12,231,28,12,0.0,18.115,0.786,9,12.0
1,13,214,21,14,0.0,20.443,0.917,9,12.0
1,14,222,17,9,0.0,21.987,1.05,9,14.0
1,15,228,14,18,0.0,23.234,1.058,9,9.0
1,16,213,12,13,0.0,23.723,1.258,9,18.0
1,17,205,10,12,0.0,24.409,0.883,9,13.0
1,18,211,8,6,0.0,23.338,0.768,9,12.0
1,19,239,10,3,0.0,22.42,0.567,9,6.0
1,20,249,15,7,0.0,20.641,0.497,9,3.0
1,21,228,17,32,0.0,18.674,0.361,9,7.0
1,22,80,23,27,0.0,17.182,0.454,9,32.0
2,23,208,26,68,0.0,15.379,0.261,10,27.0
2,0,296,32,49,0.0,13.526,0.589,10,68.0
2,1,292,34,55,0.0,12.18,0.611,10,49.0
2,2,128,33,49,0.0,12.011,0.426,10,55.0
2,3,284,34,54,0.0,10.939,0.708,10,49.0
2,4,247,36,43,0.0,10.031,0.678,10,54.0
2,5,299,39,48,0.0,8.441,0.798,10,43.0
2,6,290,41,28,0.0,7.488,0.698,10,48.0
2,7,238,43,29,0.0,7.419,0.483,10,28.0
2,8,260,43,30,0.0,7.692,0.637,10,29.0
2,9,286,41,39,0.0,8.271,0.752,10,30.0
2,10,185,30,44,0.0,12.257,0.703,10,39.0
2,11,207,25,47,0.0,16.001,1.145,10,44.0
2,12,186,25,38,0.0,19.204,1.858,10,47.0
2,13,197,22,18,0.0,22.068,1.649,10,38.0
2,14,197,21,19,0.0,23.699,2.038,10,18.0
2,15,205,19,12,0.0,25.102,1.916,10,19.0
2,16,275,18,13,0.0,25.304,4.003,10,12.0
2,17,271,20,13,0.0,24.916,4.026,10,13.0
2,18,256,23,11,0.0,24.072,2.486,10,13.0
2,19,252,24,11,0.0,22.829,1.921,10,11.0
2,20,272,28,11,0.0,20.845,2.104,10,11.0
2,21,265,31,16,0.0,19.751,2.007,10,11.0
2,22,212,35,12,0.0,18.843,1.204,10,16.0
3,23,182,39,19,0.0,17.956,1.645,11,12.0
3,0,245,41,11,0.0,17.232,2.453,11,19.0
3,1,194,46,13,0.0,15.387,1.948,11,11.0
3,2,212,48,12,0.0,14.248,1.043,11,13.0
3,3,202,49,10,0.0,14.059,0.987,11,12.0
3,4,190,52,7,0.0,13.736,1.061,11,10.0
3,5,151,58,5,0.0,12.32,0.792,11,7.0
3,6,184,61,19,0.0,11.477,0.841,11,5.0
3,7,193,64,19,0.0,10.38,0.919,11,19.0
3,8,161,65,28,0.0,10.498,0.895,11,19.0
3,9,166,62,31,0.0,11.582,1.499,11,28.0
3,10,182,56,34,0.0,13.37,1.979,11,31.0
3,11,175,43,18,0.0,16.157,2.303,11,34.0
3,12,177,33,8,0.0,18.556,1.608,11,18.0
3,13,177,25,5,0.0,20.884,0.934,11,8.0
3,14,155,21,2,0.0,22.32,0.95,11,5.0
3,15,222,18,9,0.0,24.098,0.901,11,2.0
3,16,212,14,10,0.0,24.975,1.095,11,9.0
3,17,211,12,10,0.0,25.898,0.994,11,10.0
3,18,287,13,9,0.0,25.016,1.485,11,10.0
3,19,240,15,9,0.0,23.9,0.874,11,9.0
3,20,53,11,16,0.0,22.149,2.025,11,9.0
3,21,95,10,14,0.0,20.025,2.016,11,16.0
3,22,85,11,20,0.0,17.41,2.253,11,14.0
4,23,91,13,21,0.0,15.451,3.73,12,20.0
4,0,116,16,20,0.0,14.676,4.522,12,21.0
4,1,171,21,9,0.0,13.388,5.086,12,20.0
4,2,131,23,12,0.0,11.741,5.411,12,9.0
4,3,95,25,10,0.0,10.374,5.073,12,12.0
4,4,96,28,7,0.0,9.185,4.315,12,10.0
4,5,105,32,6,0.0,7.893,3.554,12,7.0
4,6,36,33,4,0.0,7.458,4.069,12,6.0
4,7,70,33,2,0.0,7.26,3.946,12,4.0
4,8,103,34,3,0.0,7.246,4.013,12,2.0
4,9,66,31,7,0.0,8.331,3.431,12,3.0
4,10,80,29,11,0.0,10.779,2.89,12,7.0
4,11,124,40,10,0.0,13.177,2.26,12,11.0
4,12,73,29,18,0.0,15.318,2.236,12,10.0
4,13,137,26,6,0.0,17.064,1.927,12,18.0
4,14,199,22,12,0.0,19.062,1.575,12,6.0
4,15,195,18,18,0.0,20.924,1.152,12,12.0
4,16,251,13,16,0.0,22.295,1.149,12,18.0
4,17,236,10,15,0.0,23.111,1.043,12,16.0
4,18,238,8,11,0.0,22.143,0.663,12,15.0
4,19,267,8,8,0.0,21.454,0.253,12,11.0
4,20,275,12,12,0.0,19.978,0.406,12,8.0
4,21,101,16,23,0.0,18.071,0.492,12,12.0
4,22,225,18,65,0.0,16.141,0.638,12,23.0
5,23,299,26,84,0.0,13.255,0.636,13,65.0
5,0,297,28,62,0.0,12.02,0.614,13,84.0
5,1,112,28,58,0.0,11.432,0.844,13,62.0
5,2,280,30,56,0.0,10.464,1.091,13,58.0
5,3,252,33,49,0.0,8.59,1.223,13,56.0
5,4,180,36,25,0.0,8.319,0.795,13,49.0
5,5,255,37,30,0.0,7.797,0.764,13,25.0
5,6,277,39,34,0.0,6.892,1.097,13,30.0
5,7,268,40,32,0.0,6.758,0.761,13,34.0
5,8,288,46,30,0.0,4.913,0.984,13,32.0
5,9,295,42,22,0.0,6.518,1.077,13,30.0
5,10,219,28,32,0.0,11.429,1.739,13,22.0
5,11,166,21,32,0.0,15.453,2.98,13,32.0
5,12,81,17,18,0.0,17.803,4.167,13,32.0
5,13,216,18,25,0.0,19.875,3.901,13,18.0
5,14,232,20,19,0.0,21.394,3.608,13,25.0
5,15,221,17,14,0.0,22.682,3.097,13,19.0
5,16,217,14,12,0.0,23.382,2.813,13,14.0
5,17,244,15,8,0.0,23.472,3.103,13,12.0
5,18,108,16,9,0.0,22.663,2.677,13,8.0
5,19,72,24,10,0.0,19.684,3.352,13,9.0
5,20,69,33,18,0.0,15.896,3.981,13,10.0
5,21,113,37,12,0.0,13.398,2.445,13,18.0
5,22,97,46,12,0.0,11.411,3.314,13,12.0
6,23,84,54,16,0.0,9.578,3.562,14,12.0
6,0,87,59,7,0.0,8.367,3.776,14,16.0
6,1,47,62,11,0.0,7.377,3.493,14,7.0
6,2,48,63,12,0.0,6.983,2.925,14,11.0
6,3,79,64,10,0.0,6.457,2.912,14,12.0
6,4,47,66,11,0.0,5.701,3.147,14,10.0
6,5,94,68,9,0.0,5.219,2.786,14,11.0
6,6,68,71,12,0.0,4.289,2.893,14,9.0
6,7,82,73,10,0.0,3.749,2.988,14,12.0
6,8,41,75,11,0.0,3.306,2.727,14,10.0
6,9,66,70,10,0.0,4.794,2.884,14,11.0
6,10,68,63,9,0.0,6.178,3.353,14,10.0
6,11,101,54,12,0.0,8.868,2.145,14,9.0
6,12,124,43,13,0.0,12.11,1.703,14,12.0
6,13,148,33,15,0.0,15.334,1.517,14,13.0
6,14,162,23,11,0.0,18.381,1.303,14,15.0
6,15,189,18,14,0.0,20.731,1.131,14,11.0
6,16,233,14,8,0.0,21.89,1.522,14,14.0
6,17,192,12,4,0.0,22.349,1.421,14,8.0
6,18,219,13,7,0.0,21.465,2.259,14,4.0
6,19,66,13,8,0.0,20.281,1.461,14,7.0
6,20,62,17,4,0.0,18.386,1.696,14,8.0
6,21,86,24,17,0.0,15.846,2.618,14,4.0
6,22,144,25,7,0.0,15.073,1.565,14,17.0
0,23,266,30,8,0.0,13.006,1.765,15,7.0
0,0,165,34,7,0.0,11.661,2.171,15,8.0
0,1,100,40,9,0.0,10.485,1.694,15,7.0
0,2,220,45,6,0.0,9.655,1.517,15,9.0
0,3,162,47,1,0.0,8.995,1.259,15,6.0
0,4,81,44,3,0.0,8.683,1.995,15,1.0
0,5,73,43,4,0.0,8.296,1.738,15,3.0
0,6,125,44,3,0.0,7.8,1.24,15,4.0
0,7,181,45,6,0.0,7.046,1.21,15,3.0
0,8,282,51,8,0.0,5.496,0.93,15,6.0
0,9,113,45,20,0.0,6.417,1.935,15,8.0
0,10,60,31,16,0.0,9.809,2.616,15,20.0
0,11,205,25,4,0.0,13.222,1.396,15,16.0
0,12,132,17,11,0.0,16.56,0.844,15,4.0
0,13,157,14,8,0.0,19.325,0.991,15,11.0
0,14,181,12,9,0.0,21.275,1.131,15,8.0
0,15,165,7,6,0.0,22.663,0.882,15,9.0
0,16,229,6,2,0.0,22.953,1.35,15,6.0
0,17,248,6,2,0.0,23.299,1.03,15,2.0
0,18,241,6,10,0.0,21.93,0.897,15,2.0
0,19,203,6,10,0.0,20.915,0.643,15,10.0
0,20,237,8,17,0.0,19.68,0.449,15,10.0
0,21,221,11,26,0.0,17.513,0.457,15,17.0
0,22,178,13,40,0.0,15.982,0.994,15,26.0
1,23,124,12,36,0.0,14.497,1.025,16,40.0
1,0,234,19,14,0.0,12.957,0.961,16,36.0
1,1,102,22,33,0.0,11.932,0.853,16,14.0
1,2,256,25,15,0.0,11.218,0.985,16,33.0
1,3,202,28,9,0.0,10.408,0.586,16,15.0
1,4,288,33,13,0.0,8.957,0.53,16,9.0
1,5,233,36,16,0.0,8.085,0.786,16,13.0
1,6,291,41,20,0.0,6.667,0.62,16,16.0
1,7,282,42,30,0.0,6.02,0.805,16,20.0
1,8,237,41,22,0.0,5.974,0.624,16,30.0
1,9,261,38,30,0.0,7.402,0.877,16,22.0
1,10,254,29,47,0.0,10.445,0.596,16,30.0
1,11,250,21,37,0.0,14.06,0.773,16,47.0
1,12,204,14,38,0.0,17.252,0.955,16,37.0
1,13,191,14,16,0.0,19.512,0.985,16,38.0
1,14,209,12,10,0.0,21.395,1.047,16,16.0
1,15,204,10,8,0.0,22.663,1.1,16,10.0
1,16,208,9,9,0.0,23.155,1.43,16,8.0
1,17,224,9,7,0.0,23.509,1.444,16,9.0
1,18,238,8,9,0.0,22.376,1.278,16,7.0
1,19,138,12,7,0.0,20.833,1.77,16,9.0
1,20,97,20,9,0.0,17.848,3.755,16,7.0
1,21,123,28,8,0.0,15.965,2.811,16,9.0
1,22,153,32,7,0.0,14.652,1.462,16,8.0
2,23,76,40,12,0.0,12.645,2.318,17,7.0
2,0,222,48,15,0.0,11.224,1.685,17,12.0
2,1,235,54,10,0.0,10.05,1.713,17,15.0
2,2,248,62,14,0.0,8.785,2.008,17,10.0
2,3,124,66,19,0.0,8.252,2.035,17,14.0
2,4,122,68,9,0.0,7.82,2.226,17,19.0
2,5,86,71,9,0.0,7.335,1.568,17,9.0
2,6,61,73,8,0.0,7.126,1.311,17,9.0
2,7,164,73,10,0.0,6.912,0.941,17,8.0
2,8,82,75,18,0.0,6.553,2.14,17,10.0
2,9,45,74,25,0.0,7.33,2.267,17,18.0
2,10,164,65,11,0.0,9.609,1.449,17,25.0
2,11,193,53,20,0.0,12.652,0.754,17,11.0
2,12,202,45,17,0.0,14.557,1.356,17,20.0
2,13,148,38,14,0.0,16.528,1.042,17,17.0
2,14,183,33,19,0.0,18.309,1.331,17,14.0
2,15,194,28,21,0.0,19.734,2.112,17,19.0
2,16,205,24,12,0.0,21.167,1.855,17,21.0
2,17,182,25,16,0.0,21.035,2.493,17,12.0
2,18,177,25,14,0.0,20.491,2.708,17,16.0
2,19,160,26,15,0.0,19.666,2.197,17,14.0
2,20,143,27,27,0.0,18.486,1.268,17,15.0
2,21,242,31,33,0.0,16.946,0.898,17,27.0
2,22,198,33,40,0.0,16.209,0.596,17,33.0
3,23,89,39,31,0.0,14.135,1.718,18,40.0
3,0,202,51,24,0.0,11.542,2.198,18,31.0
3,1,88,59,11,0.0,9.781,3.132,18,24.0
3,2,129,65,8,0.0,8.488,2.815,18,11.0
3,3,164,68,9,0.0,7.93,2.742,18,8.0
3,4,97,71,12,0.0,7.013,2.894,18,9.0
3,5,130,74,16,0.0,6.59,2.519,18,12.0
3,6,67,76,14,0.0,6.016,2.65,18,16.0
3,7,45,78,11,0.0,5.698,2.13,18,14.0
3,8,87,78,13,0.0,5.38,2.342,18,11.0
3,9,96,75,17,0.0,6.344,2.104,18,13.0
3,10,145,68,20,0.0,8.354,1.921,18,17.0
3,11,159,54,22,0.0,11.895,0.742,18,20.0
3,12,203,47,21,0.0,13.818,1.337,18,22.0
3,13,194,41,18,0.0,16.749,1.812,18,21.0
3,14,210,35,23,0.0,19.491,1.948,18,18.0
3,15,200,30,19,0.0,20.493,2.689,18,23.0
3,16,196,27,14,0.0,21.079,2.839,18,19.0
3,17,193,26,14,0.0,20.989,2.408,18,14.0
3,18,192,23,14,0.0,20.912,2.748,18,14.0
3,19,195,26,13,0.0,19.928,1.741,18,14.0
3,20,214,29,14,0.0,18.459,0.708,18,13.0
3,21,188,30,29,0.0,17.336,0.946,18,14.0
3,22,122,31,24,0.0,16.164,0.786,18,29.0
4,23,119,34,22,0.0,15.311,0.779,19,24.0
4,0,160,39,24,0.0,14.482,2.55,19,22.0
4,1,182,47,24,0.0,13.908,1.546,19,24.0
4,2,255,49,15,0.0,13.193,0.682,19,24.0
4,3,253,51,20,0.0,11.6,1.736,19,15.0
4,4,120,58,21,0.0,9.533,2.158,19,20.0
4,5,113,64,15,0.0,9.011,2.261,19,21.0
4,6,162,68,13,0.0,8.526,1.654,19,15.0
4,7,186,70,14,0.0,8.347,1.567,19,13.0
4,8,153,70,14,0.0,8.22,1.516,19,14.0
4,9,169,65,12,0.0,9.249,1.236,19,14.0
4,10,211,57,24,0.0,11.502,0.77,19,12.0
4,11,255,50,23,0.0,13.916,0.838,19,24.0
4,12,191,42,26,0.0,17.0,1.224,19,23.0
4,13,206,36,24,0.0,19.083,2.416,19,26.0
4,14,200,29,9,0.0,20.291,2.642,19,24.0
4,15,197,30,5,0.02,19.81,1.592,19,9.0
4,16,206,28,5,0.0,21.035,0.842,19,5.0
4,17,260,17,5,0.0,22.146,1.752,19,5.0
4,20,261,29,10,0.0,18.058,0.876,19,10.0
4,21,227,36,12,0.0,16.129,0.936,19,10.0
4,22,259,38,11,0.0,15.079,0.33,19,12.0
5,23,136,41,21,0.0,14.387,0.323,20,11.0
5,0,69,44,25,0.0,13.518,0.609,20,21.0
5,1,165,42,49,0.0,12.851,1.289,20,25.0
5,2,152,41,32,0.0,11.778,1.028,20,49.0
5,3,234,43,19,0.0,11.208,0.577,20,32.0
5,4,115,46,21,0.0,10.634,0.311,20,19.0
5,5,180,54,22,0.0,9.193,0.746,20,21.0
5,6,282,55,28,0.0,8.373,0.702,20,22.0
5,7,296,54,35,0.0,7.435,0.912,20,28.0
5,8,131,54,13,0.0,7.09,0.417,20,35.0
5,9,262,50,19,0.0,8.678,0.823,20,13.0
5,10,266,44,30,0.0,11.394,0.7,20,19.0
5,11,193,45,41,0.0,14.632,0.921,20,30.0
5,12,191,39,17,0.0,17.74,1.274,20,41.0
5,13,213,30,14,0.0,19.724,1.993,20,17.0
5,14,195,26,7,0.0,20.705,2.512,20,14.0
5,15,201,21,4,0.0,22.041,2.389,20,7.0
5,16,206,15,4,0.0,23.037,1.839,20,4.0
5,17,231,13,3,0.0,23.29,1.69,20,4.0
5,18,196,11,2,0.0,21.995,2.113,20,3.0
5,19,191,13,3,0.0,20.64,1.827,20,2.0
5,20,206,18,6,0.0,18.993,1.031,20,3.0
5,21,176,20,15,0.0,17.305,1.885,20,6.0
5,22,168,22,10,0.0,15.968,1.534,20,15.0
6,23,106,24,11,0.0,15.242,0.533,21,10.0
6,0,103,27,15,0.0,14.382,0.953,21,11.0
6,1,153,28,22,0.0,13.726,0.581,21,15.0
6,2,218,32,31,0.0,11.684,0.762,21,22.0
6,3,139,31,26,0.0,11.186,1.184,21,31.0
6,4,109,32,20,0.0,11.074,0.73,21,26.0
6,5,175,35,18,0.0,10.099,0.198,21,20.0
6,6,200,38,16,0.0,9.249,0.42,21,18.0
6,7,236,44,13,0.0,7.878,0.53,21,16.0
6,8,205,45,20,0.0,7.785,0.604,21,13.0
6,9,155,41,26,0.0,9.214,0.55,21,20.0
6,10,261,34,22,0.0,11.49,0.918,21,26.0
6,11,145,24,32,0.0,15.367,0.944,21,22.0
6,12,169,16,22,0.0,18.583,1.464,21,32.0
6,13,200,14,10,0.0,20.602,1.566,21,22.0
6,14,234,10,6,0.0,22.658,1.901,21,10.0
6,15,277,8,2,0.0,23.472,3.574,21,6.0
6,16,279,8,1,0.0,23.602,3.957,21,2.0
6,21,273,12,3,0.0,18.909,1.409,21,1.0
6,22,188,14,4,0.0,17.873,0.455,21,3.0
0,23,155,16,13,0.0,16.609,1.214,22,4.0
